player_id,name,card_year,denominator,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,lowest_buynow_price,lowest_buynow_url,top_listing_url,top_listing_title,has_market,snapshot_date
draft_2025_nate_snead_r3p105,Nate Snead,2026,0,18,0,18,5.99,9.9925,17.74,24.54722222222222,22.232499999999998,100.0,5.99,https://www.ebay.com/itm/287554898948?_skw=%22Nate+Snead%22+1st+Bowman+Chrome+auto&hash=item42f39b8c04:g:AuwAAeSw0FZqlJkc,https://www.ebay.com/itm/287554898948?_skw=%22Nate+Snead%22+1st+Bowman+Chrome+auto&hash=item42f39b8c04:g:AuwAAeSw0FZqlJkc,2025 Bowman Draft Nate Snead #CPA-NSN Chrome Auto 1st Prospect Angels,1,2026-09-19
draft_2024_caden_kendle_r5p159,Caden Kendle,2025,0,5,0,5,8.0,9.0,9.99,10.394,11.99,12.99,8.0,https://www.ebay.com/itm/389046805068?_skw=%22Caden+Kendle%22+1st+Bowman+Chrome+auto&hash=item5a94ff224c:g:tRsAAeSw7Uho4BJg,https://www.ebay.com/itm/389046805068?_skw=%22Caden+Kendle%22+1st+Bowman+Chrome+auto&hash=item5a94ff224c:g:tRsAAeSw7Uho4BJg,CADEN KENDLE 2025 BOWMAN CHROME 1ST AUTOGRAPH BASEBALL TWINS AUTO,1,2026-09-19
draft_2025_max_williams_r3p78,Max Williams,2026,0,15,0,15,16.99,34.995000000000005,65.0,68.12866666666666,100.0,124.99,16.99,https://www.ebay.com/itm/407227478145?_skw=%22Max+Williams%22+1st+Bowman+Chrome+auto&hash=item5ed0a63081:g:Gt8AAeSwOydqrYQQ,https://www.ebay.com/itm/407227478145?_skw=%22Max+Williams%22+1st+Bowman+Chrome+auto&hash=item5ed0a63081:g:Gt8AAeSwOydqrYQQ,2025 1st Bowman Chrome ~ Max Williams ~ Auto ~ #CPA-MWI ~ Miami Marlins,1,2026-09-19
draft_2024_rafe_schlesinger_r4p113,Rafe Schlesinger,2025,0,14,0,14,5.99,7.2475000000000005,9.995000000000001,19.63642857142857,19.9975,68.0,5.99,https://www.ebay.com/itm/147097038151?_skw=%22Rafe+Schlesinger%22+1st+Bowman+Chrome+auto&hash=item223faaad47:g:Y~MAAeSw3Kdpam-Z,https://www.ebay.com/itm/147097038151?_skw=%22Rafe+Schlesinger%22+1st+Bowman+Chrome+auto&hash=item223faaad47:g:Y~MAAeSw3Kdpam-Z,2024 Bowman Draft Rafe Schlesinger Chrome Auto 1st Prospect Guardians,1,2026-09-19
draft_2023_jake_cunningham_r5p154,Jake Cunningham,2024,0,22,0,22,4.0,9.2475,10.675,12.951363636363636,14.25,30.0,4.0,https://www.ebay.com/itm/336695024161?_skw=%22Jake+Cunningham%22+1st+Bowman+Chrome+auto&hash=item4e64965a21:g:xlYAAeSwdqlqW59c,https://www.ebay.com/itm/336695024161?_skw=%22Jake+Cunningham%22+1st+Bowman+Chrome+auto&hash=item4e64965a21:g:xlYAAeSwdqlqW59c,2023 Bowman Chrome 1st Auto Jake Cunningham CDA-JCU,1,2026-09-19
draft_2023_quinn_mcdaniel_r5p153,Quinn McDaniel,2024,0,12,0,12,4.99,9.5,13.99,16.16,21.2425,29.99,4.99,https://www.ebay.com/itm/286113931461?_skw=%22Quinn+McDaniel%22+1st+Bowman+Chrome+auto&hash=item429db820c5:g:tyEAAOSwxUVmflSc,https://www.ebay.com/itm/286113931461?_skw=%22Quinn+McDaniel%22+1st+Bowman+Chrome+auto&hash=item429db820c5:g:tyEAAOSwxUVmflSc,2023 BOWMAN CHROME 1ST PROSPECT AUTO QUINN MCDANIEL GIANTS,1,2026-09-19
draft_2023_nehomar_ochoa_r11p344,Nehomar Ochoa,2024,0,9,0,9,9.99,15.97,19.99,22.517777777777777,25.0,36.0,9.99,https://www.ebay.com/itm/287575236370?_skw=%22Nehomar+Ochoa%22+1st+Bowman+Chrome+auto&hash=item42f4d1df12:g:vbEAAeSwnzJqoNnf,https://www.ebay.com/itm/287575236370?_skw=%22Nehomar+Ochoa%22+1st+Bowman+Chrome+auto&hash=item42f4d1df12:g:vbEAAeSwnzJqoNnf,2024 Bowman Chrome 1st Nehomar Ochoa Jr. RC Auto Houston Astros,1,2026-09-19
draft_2025_trevor_cohen_r3p85,Trevor Cohen,2026,0,12,0,12,18.0,19.9975,24.994999999999997,41.98416666666667,46.375,100.0,18.0,https://www.ebay.com/itm/227520164987?_skw=%22Trevor+Cohen%22+1st+Bowman+Chrome+auto&hash=item34f942347b:g:mWQAAeSwfUpqpxaa,https://www.ebay.com/itm/227520164987?_skw=%22Trevor+Cohen%22+1st+Bowman+Chrome+auto&hash=item34f942347b:g:mWQAAeSwfUpqpxaa,2025 Bowman Draft Chrome Prospect Auto 1st Bowman Trevor Cohen Auto  #CPA-TC,1,2026-09-19
draft_2023_jared_dickey_r11p319,Jared Dickey,2024,0,21,0,21,3.99,5.99,12.39,13.76952380952381,14.99,68.0,3.99,https://www.ebay.com/itm/137628640723?_skw=%22Jared+Dickey%22+1st+Bowman+Chrome+auto&hash=item200b4e65d3:g:~x4AAeSwBclqgdmZ,https://www.ebay.com/itm/137628640723?_skw=%22Jared+Dickey%22+1st+Bowman+Chrome+auto&hash=item200b4e65d3:g:~x4AAeSwBclqgdmZ,2024 Bowman Chrome #CPA-JDI Jared Dickey 1st Auto Royals,1,2026-09-19
draft_2024_gage_miller_r3p92,Gage Miller,2025,0,20,0,20,4.5,11.9975,15.495000000000001,19.3575,19.99,68.0,4.5,https://www.ebay.com/itm/177822392894?_skw=%22Gage+Miller%22+1st+Bowman+Chrome+auto&hash=item29670a623e:g:v7YAAeSwlQFpfTfO,https://www.ebay.com/itm/177822392894?_skw=%22Gage+Miller%22+1st+Bowman+Chrome+auto&hash=item29670a623e:g:v7YAAeSwlQFpfTfO,2024 Bowman Draft Gage Miller 1st Bowman Chrome Auto Marlins,1,2026-09-19
